"Tipo de Información","Tipo de Tarifa","Tipo de Dato","Rango de Consumo","Nivel","Propiedad Epm","Compartido","Propiedad del Cliente","Punta","Fuera de Punta","Año","Mes"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Fuera de Punta","I","$32,16","$32,16","$32,16","$0,00","$0,00","2019","Agosto"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$197,14","$178,34","$159,53","$0,00","$0,00","2019","Agosto"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Fuera de Punta","I","$45,36","$45,36","$45,36","$0,00","$0,00","2019","Agosto"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Fuera de Punta","I","$35,52","$35,52","$35,52","$0,00","$0,00","2019","Agosto"
"Horaria","Costo Unitario","Restricciones: Rm","Fuera de Punta","I","$27,41","$27,41","$27,41","$0,00","$0,00","2019","Agosto"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$181,75","$181,75","$181,75","$0,00","$0,00","2019","Enero"
"Monomia","Costo Unitario","Cargo transporte STN: Tm","N/A","I","$34,97","$34,97","$34,97","$0,00","$0,00","2019","Enero"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$183,32","$165,11","$146,90","$0,00","$0,00","2019","Enero"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$44,02","$44,02","$44,02","$0,00","$0,00","2019","Enero"
"Monomia","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","I","$34,34","$34,34","$34,34","$0,00","$0,00","2019","Enero"
"Monomia","Costo Unitario","Restricciones: Rm","N/A","I","$23,35","$23,35","$23,35","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Costo compra: Gm, i","Punta","I","$182,24","$182,24","$182,24","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Punta","I","$38,71","$38,71","$38,71","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Punta","I","$185,32","$165,11","$146,90","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$44,02","$44,02","$44,02","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Punta","I","$34,75","$34,75","$34,75","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Restricciones: Rm","Punta","I","$23,02","$23,02","$23,02","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Costo compra: Gm, i","Fuera de Punta","I","$181,52","$181,52","$181,52","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Fuera de Punta","I","$33,70","$33,70","$33,70","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$183,32","$165,11","$146,90","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Fuera de Punta","I","$44,02","$44,02","$44,02","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Fuera de Punta","I","$34,21","$34,21","$34,21","$0,00","$0,00","2019","Enero"
"Horaria","Costo Unitario","Restricciones: Rm","Fuera de Punta","I","$23,48","$23,48","$23,48","$0,00","$0,00","2019","Enero"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$191,40","$191,40","$191,40","$0,00","$0,00","2019","Septiembre"
"Monomia","Costo Unitario","Cargo transporte STN: Tm","N/A","I","$32,58","$32,58","$32,58","$0,00","$0,00","2019","Septiembre"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$187,56","$168,62","$149,68","$0,00","$0,00","2019","Septiembre"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$45,32","$45,32","$45,32","$0,00","$0,00","2019","Septiembre"
"Monomia","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","I","$36,12","$36,12","$36,12","$0,00","$0,00","2019","Septiembre"
"Monomia","Costo Unitario","Restricciones: Rm","N/A","I","$27,74","$27,74","$27,74","$0,00","$0,00","2019","Septiembre"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I",,,,,,,
"Horaria","Costo Unitario","Costo compra: Gm, i","Punta","I","$194,10","$194,10","$194,10","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Punta","I","$35,79","$35,79","$35,79","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Punta","I","$187,56","$168,62","$149,68","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$45,32","$45,32","$45,32","$0,00","$0,00","2019","Septiembre"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$199,22","$199,22","$199,22","$0,00","$0,00","2019","Febrero"
"Monomia","Costo Unitario","Cargo transporte STN: Tm","N/A","I","$33,56","$33,56","$33,56","$0,00","$0,00","2019","Febrero"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$181,57","$163,31","$145,06","$0,00","$0,00","2019","Febrero"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$44,48","$44,48","$44,48","$0,00","$0,00","2019","Febrero"
"Monomia","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","I","$36,79","$36,79","$36,79","$0,00","$0,00","2019","Febrero"
"Monomia","Costo Unitario","Restricciones: Rm","N/A","I","$16,81","$16,81","$16,81","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Costo compra: Gm, i","Punta","I","$199,68","$199,68","$199,68","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Punta","I","$37,07","$37,07","$37,07","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Punta","I","$181,57","$163,31","$145,06","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$44,48","$44,48","$44,48","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Punta","I","$37,21","$37,21","$37,21","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Restricciones: Rm","Punta","I","$15,15","$15,15","$15,15","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Costo compra: Gm, i","Fuera de Punta","I","$199,03","$199,03","$199,03","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Fuera de Punta","I","$32,40","$32,40","$32,40","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$181,57","$163,31","$145,06","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Fuera de Punta","I","$44,48","$44,48","$44,48","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Fuera de Punta","I","$36,66","$36,66","$36,66","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Restricciones: Rm","Fuera de Punta","I","$17,46","$17,46","$17,46","$0,00","$0,00","2019","Febrero"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Punta","I","$36,53","$36,53","$36,53","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Restricciones: Rm","Punta","I","$24,82","$24,82","$24,82","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Costo compra: Gm, i","Fuera de Punta","I","$190,28","$190,28","$190,28","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Fuera de Punta","I","$31,55","$31,55","$31,55","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$187,56","$168,62","$149,68","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Fuera de Punta","I","$45,32","$45,32","$45,32","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Fuera de Punta","I","$35,98","$35,98","$35,98","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Restricciones: Rm","Fuera de Punta","I","$28,89","$28,89","$28,89","$0,00","$0,00","2019","Septiembre"
"Horaria","Costo Unitario","Costo compra: Gm, i","Punta","I","$213,65","$213,65","$213,65","$0,00","$0,00","2019","Noviembre"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Punta","I","$41,07","$41,07","$41,07","$0,00","$0,00","2019","Noviembre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Punta","I","$196,74","$177,65","$158,56","$0,00","$0,00","2019","Noviembre"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$45,25","$45,25","$45,25","$0,00","$0,00","2019","Noviembre"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Punta","I","$40,31","$40,31","$40,31","$0,00","$0,00","2019","Noviembre"
"Horaria","Costo Unitario","Restricciones: Rm","Punta","I","$6,30","$6,30","$6,30","$0,00","$0,00","2019","Noviembre"
"Horaria","Costo Unitario","Costo compra: Gm, i","Fuera de Punta","I","$211,15","$211,15","$211,15","$0,00","$0,00","2019","Noviembre"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Fuera de Punta","I","$35,62","$35,62","$35,62","$0,00","$0,00","2019","Noviembre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$196,74","$177,65","$158,56","$0,00","$0,00","2019","Noviembre"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$218,48","$218,48","$218,48","$0,00","$0,00","2019","Marzo"
"Monomia","Costo Unitario","Cargo transporte STN: Tm","N/A","I","$35,20","$35,20","$35,20","$0,00","$0,00","2019","Marzo"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$184,98","$166,70","$148,42","$0,00","$0,00","2019","Marzo"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$45,50","$45,50","$45,50","$0,00","$0,00","2019","Marzo"
"Monomia","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","I","$40,15","$40,15","$40,15","$0,00","$0,00","2019","Marzo"
"Monomia","Costo Unitario","Restricciones: Rm","N/A","I","$10,54","$10,54","$10,54","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Costo compra: Gm, i","Punta","I","$221,86","$221,86","$221,86","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Punta","I","$38,64","$38,64","$38,64","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Punta","I","$184,98","$166,70","$148,42","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$45,50","$45,50","$45,50","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Punta","I","$40,86","$40,86","$40,86","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Restricciones: Rm","Punta","I","$9,01","$9,01","$9,01","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Costo compra: Gm, i","Fuera de Punta","I","$217,08","$217,08","$217,08","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Fuera de Punta","I","$34,12","$34,12","$34,12","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$184,98","$166,70","$148,42","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Fuera de Punta","I","$45,50","$45,50","$45,50","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Fuera de Punta","I","$39,91","$39,91","$39,91","$0,00","$0,00","2019","Marzo"
"Horaria","Costo Unitario","Restricciones: Rm","Fuera de Punta","I","$11,14","$11,14","$11,14","$0,00","$0,00","2019","Marzo"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$208,46","$208,46","$208,46","$0,00","$0,00","2019","Octubre"
"Monomia","Costo Unitario","Cargo transporte STN: Tm","N/A","I","$36,79","$36,79","$36,79","$0,00","$0,00","2019","Octubre"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$188,10","$169,06","$150,03","$0,00","$0,00","2019","Octubre"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$44,99","$44,99","$44,99","$0,00","$0,00","2019","Octubre"
"Monomia","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","I","$39,21","$39,21","$39,21","$0,00","$0,00","2019","Octubre"
"Monomia","Costo Unitario","Restricciones: Rm","N/A","I","$11,01","$11,01","$11,01","$0,00","$0,00","2019","Octubre"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$206,40","$206,40","$206,40","$0,00","$0,00","2019","Abril"
"Monomia","Costo Unitario","Cargo transporte STN: Tm","N/A","I","$34,54","$34,54","$34,54","$0,00","$0,00","2019","Abril"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$187,79","$169,44","$151,09","$0,00","$0,00","2019","Abril"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$45,64","$45,64","$45,64","$0,00","$0,00","2019","Abril"
"Horaria","Costo Unitario","Restricciones: Rm","Fuera de Punta","I","$24,37","$24,37","$24,37","$0,00","$0,00","2018","Abril"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","II","$0,00","$0,00","$0,00","$109,43","$109,43","2016","Diciembre"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","N/A","II","$0,00","$0,00","$0,00","$34,37","$29,66","2018","Enero"
"Horaria","Costo Unitario","Restricciones: Rm","N/A","IV","$0,00","$0,00","$0,00","$24,10","$26,29","2017","Mayo"
"Horaria","Costo Unitario","Costo compra: Gm, i","Punta","I","$166,74","$166,74","$166,74","$0,00","$0,00","2017","Julio"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$160,83","$160,83","$160,83","$0,00","$0,00","2017","Mayo"
"Horaria","Costo Unitario","Costo compra: Gm, i","N/A","III","$0,00","$0,00","$0,00","$162,89","$159,98","2017","Mayo"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","II","$0,00","$0,00","$0,00","$7,98","$7,51","2017","Octubre"
"Horaria","Costo Unitario","Restricciones: Rm","Fuera de Punta","I","$18,63","$18,63","$18,63","$0,00","$0,00","2017","Febrero"
"Horaria","Costo Unitario","Restricciones: Rm","N/A","IV","$0,00","$0,00","$0,00","$24,84","$24,48","2017","Junio"
"Horaria","Costo Unitario","CU CREG 158-2015","N/A","III","$0,00","$0,00","$0,00","$354,42","$0,00","2017","Enero"
"Horaria","Costo Unitario","Costo compra: Gm, i","N/A","II","$0,00","$0,00","$0,00","$158,98","$157,97","2017","Junio"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","II","$0,00","$0,00","$0,00","$109,39","$109,39","2017","Mayo"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$176,09","$158,45","$140,81","$0,00","$0,00","2017","Diciembre"
"Monomia","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","I","$29,97","$29,97","$29,97","$0,00","$0,00","2017","Mayo"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$176,61","$159,20","$141,78","$0,00","$0,00","2017","Agosto"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","N/A","IV","$0,00","$0,00","$0,00","$33,10","$28,56","2017","Diciembre"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Punta","I","$35,08","$35,08","$35,08","$0,00","$0,00","2018","Abril"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$40,55","$40,55","$40,55","$0,00","$0,00","2017","Octubre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","II","$0,00","$0,00","$0,00","$108,76","$108,76","2017","Abril"
"Horaria","Costo Unitario","Costo compra: Gm, i","Fuera de Punta","I","$169,06","$169,06","$169,06","$0,00","$0,00","2017","Octubre"
"Monomia","Costo Unitario","Cargo transporte STN: Tm","N/A","I","$30,06","$30,06","$30,06","$0,00","$0,00","2017","Octubre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Punta","I","$173,42","$156,08","$138,74","$0,00","$0,00","2017","Junio"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$178,05","$160,57","$143,10","$0,00","$0,00","2017","Noviembre"
"Monomia","Costo Unitario","Restricciones: Rm","N/A","I","$24,29","$24,29","$24,29","$0,00","$0,00","2017","Diciembre"
"Horaria","Costo Unitario","Costo compra: Gm, i","Fuera de Punta","I","$162,85","$162,85","$162,85","$0,00","$0,00","2017","Agosto"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Punta","I","$33,10","$33,10","$33,10","$0,00","$0,00","2017","Diciembre"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","N/A","II","$0,00","$0,00","$0,00","$34,62","$29,52","2016","Diciembre"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Fuera de Punta","I","$30,70","$30,70","$30,70","$0,00","$0,00","2016","Diciembre"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","N/A","IV","$0,00","$0,00","$0,00","$39,22","$39,22","2017","Febrero"
"Monomia","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","I","$33,58","$33,58","$33,58","$0,00","$0,00","2018","Abril"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Fuera de Punta","I","$29,27","$29,27","$29,27","$0,00","$0,00","2017","Noviembre"
"Horaria","Costo Unitario","CU CREG 158-2015","N/A","III","$0,00","$0,00","$0,00","$359,73","$0,00","2017","Febrero"
"Horaria","Costo Unitario","Costo compra: Gm, i","N/A","IV","$0,00","$0,00","$0,00","$174,43","$169,76","2017","Marzo"
"Horaria","Costo Unitario","Restricciones: Rm","Punta","I","$28,12","$28,12","$28,12","$0,00","$0,00","2018","Enero"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","III","$0,00","$0,00","$0,00","$6,57","$6,28","2017","Diciembre"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","N/A","III","$0,00","$0,00","$0,00","$38,93","$38,93","2016","Diciembre"
"Horaria","Costo Unitario","Costo compra: Gm, i","Fuera de Punta","I","$167,45","$167,45","$167,45","$0,00","$0,00","2017","Diciembre"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Punta","I","$34,50","$34,50","$34,50","$0,00","$0,00","2017","Abril"
"Monomia","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","I","$30,95","$30,95","$30,95","$0,00","$0,00","2017","Septiembre"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$39,58","$39,58","$39,58","$0,00","$0,00","2017","Enero"
"Horaria","Costo Unitario","Restricciones: Rm","Punta","I","$19,44","$19,44","$19,44","$0,00","$0,00","2017","Noviembre"
"Monomia","Costo Unitario","Restricciones: Rm","N/A","I","$29,62","$29,62","$29,62","$0,00","$0,00","2018","Enero"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Fuera de Punta","I","$42,52","$42,52","$42,52","$0,00","$0,00","2018","Marzo"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","N/A","III","$0,00","$0,00","$0,00","$34,50","$30,10","2017","Abril"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","III","$0,00","$0,00","$0,00","$48,60","$48,60","2017","Marzo"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","N/A","III","$0,00","$0,00","$0,00","$39,22","$39,22","2017","Febrero"
"Horaria","Costo Unitario","Costo compra: Gm, i","N/A","III","$0,00","$0,00","$0,00","$165,04","$162,85","2017","Agosto"
"Horaria","Costo Unitario","Restricciones: Rm","Fuera de Punta","I","$20,79","$20,79","$20,79","$0,00","$0,00","2018","Febrero"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","N/A","III","$0,00","$0,00","$0,00","$40,19","$40,19","2017","Marzo"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$40,48","$40,48","$40,48","$0,00","$0,00","2017","Julio"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$172,65","$155,25","$137,84","$0,00","$0,00","2017","Febrero"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Fuera de Punta","I","$39,22","$39,22","$39,22","$0,00","$0,00","2017","Febrero"
"Horaria","Costo Unitario","Costo compra: Gm, i","N/A","II","$0,00","$0,00","$0,00","$167,10","$163,24","2017","Febrero"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Fuera de Punta","I","$30,10","$30,10","$30,10","$0,00","$0,00","2017","Abril"
"Horaria","Costo Unitario","Restricciones: Rm","Fuera de Punta","I","$21,42","$21,42","$21,42","$0,00","$0,00","2017","Octubre"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Fuera de Punta","I","$38,93","$38,93","$38,93","$0,00","$0,00","2016","Diciembre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","IV","$0,00","$0,00","$0,00","$19,75","$19,75","2017","Abril"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","N/A","III","$0,00","$0,00","$0,00","$40,42","$40,42","2017","Noviembre"
"Horaria","Costo Unitario","Restricciones: Rm","N/A","III","$0,00","$0,00","$0,00","$24,14","$27,66","2017","Marzo"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$40,48","$40,48","$40,48","$0,00","$0,00","2017","Julio"
"Horaria","Costo Unitario","Cargo transporte STN: Tm","Fuera de Punta","I","$23,63","$23,63","$23,63","$0,00","$0,00","2017","Mayo"
"Monomia","Costo Unitario","Cargo transporte STN: Tm","N/A","I","$26,37","$26,37","$26,37","$0,00","$0,00","2017","Septiembre"
"Horaria","Costo Unitario","Restricciones: Rm","N/A","II","$0,00","$0,00","$0,00","$26,45","$28,27","2017","Agosto"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","IV","$0,00","$0,00","$0,00","$4,63","$4,29","2017","Agosto"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$177,09","$159,38","$141,67","$0,00","$0,00","2018","Abril"
"Horaria","Costo Unitario","Restricciones: Rm","N/A","IV","$0,00","$0,00","$0,00","$15,65","$18,63","2017","Febrero"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","II","$0,00","$0,00","$0,00","$107,25","$107,25","2017","Diciembre"
"Monomia","Costo Unitario","Costo G,T, pérdidas: PRn,m","N/A","I","$31,51","$31,51","$31,51","$0,00","$0,00","2017","Julio"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$158,27","$158,27","$158,27","$0,00","$0,00","2017","Junio"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","IV","$0,00","$0,00","$0,00","$19,97","$19,97","2017","Noviembre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Punta","I","$175,99","$158,57","$141,14","$0,00","$0,00","2017","Octubre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","IV","$0,00","$0,00","$0,00","$20,16","$20,16","2017","Enero"
"Horaria","Costo Unitario","CU CREG 158-2015","N/A","III","$0,00","$0,00","$0,00","$339,46","$0,00","2017","Abril"
"Horaria","Costo Unitario","Restricciones: Rm","N/A","III","$0,00","$0,00","$0,00","$22,59","$24,98","2017","Diciembre"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Fuera de Punta","I","$40,42","$40,42","$40,42","$0,00","$0,00","2017","Noviembre"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$40,19","$40,19","$40,19","$0,00","$0,00","2017","Marzo"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$41,28","$41,28","$41,28","$0,00","$0,00","2018","Febrero"
"Horaria","Costo Unitario","Restricciones: Rm","Punta","I","$30,60","$30,60","$30,60","$0,00","$0,00","2018","Marzo"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Punta","I","$32,44","$32,44","$32,44","$0,00","$0,00","2017","Diciembre"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Fuera de Punta","I","$32,64","$32,64","$32,64","$0,00","$0,00","2018","Marzo"
"Horaria","Costo Unitario","Costo compra: Gm, i","N/A","III","$0,00","$0,00","$0,00","$162,37","$161,38","2018","Enero"
"Horaria","Costo Unitario","Costo compra: Gm, i","Fuera de Punta","I","$164,68","$164,68","$164,68","$0,00","$0,00","2017","Julio"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$39,62","$39,62","$39,62","$0,00","$0,00","2017","Mayo"
"Horaria","Costo Unitario","CU CREG 158-2015","N/A","I","$0,00","$0,00","$0,00","$0,00","$0,00","2017","Febrero"
"Horaria","Costo Unitario","Costo compra: Gm, i","N/A","III","$0,00","$0,00","$0,00","$166,85","$163,09","2017","Abril"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$170,99","$170,99","$170,99","$0,00","$0,00","2018","Febrero"
"Horaria","Costo Unitario","Restricciones: Rm","N/A","II","$0,00","$0,00","$0,00","$20,76","$21,42","2017","Octubre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","IV","$0,00","$0,00","$0,00","$20,49","$20,49","2016","Diciembre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","II","$0,00","$0,00","$0,00","$108,09","$108,09","2017","Julio"
"Horaria","Costo Unitario","Costo G,T, pérdidas: PRn,m","Fuera de Punta","I","$30,93","$30,93","$30,93","$0,00","$0,00","2017","Febrero"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$177,09","$159,67","$142,26","$0,00","$0,00","2016","Diciembre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Fuera de Punta","I","$174,69","$157,32","$139,95","$0,00","$0,00","2017","Marzo"
"Horaria","Costo Unitario","Margen comercialización: CVm,i,j","Punta","I","$40,19","$40,19","$40,19","$0,00","$0,00","2017","Marzo"
"Horaria","Costo Unitario","Restricciones: Rm","N/A","IV","$0,00","$0,00","$0,00","$26,45","$28,27","2017","Agosto"
"Monomia","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","I","$174,29","$156,85","$139,40","$0,00","$0,00","2017","Septiembre"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","Punta","I","$172,65","$155,25","$137,84","$0,00","$0,00","2017","Febrero"
"Horaria","Costo Unitario","Restricciones: Rm","N/A","II","$0,00","$0,00","$0,00","$24,48","$27,30","2017","Enero"
"Monomia","Costo Unitario","Costo compra: Gm, i","N/A","I","$177,29","$177,29","$177,29","$0,00","$0,00","2018","Abril"
"Horaria","Costo Unitario","Cargo transporte SDL: Dn,m","N/A","II","$0,00","$0,00","$0,00","$108,64","$108,64","2017","Enero"
"Horaria","Costo Unitario","Costo compra: Gm, i","N/A","IV","$0,00","$0,00","$0,00","$162,37","$161,38","2018","Enero"
"Monomia","Costo Unitario","Margen comercialización: CVm,i,j","N/A","I","$40,92","$40,92","$40,92","$0,00","$0,00","2018","Enero"
