"Tipo de Información","Tipo de Tarifa","Tipo de Dato","Rango de Consumo","Nivel","Propiedad Epm","Compartido","Propiedad del Cliente","Punta","Fuera de Punta","Año","Mes"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$612,74","$590,53","$568,31","$0,00","$0,00","2019","Mayo"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$605,78","$583,56","$561,34","$0,00","$0,00","2019","Mayo"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$591,73","$570,34","$548,94","$0,00","$0,00","2018","Junio"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$486,71","$468,88","$451,06","$0,00","$0,00","2018","Junio"
"Monomia","No Residencial","ESPD","N/A","I","$535,38","$515,77","$496,16","$0,00","$0,00","2018","Junio"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$493,11","$475,28","$457,45","$0,00","$0,00","2018","Junio"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$484,30","$466,47","$448,65","$0,00","$0,00","2018","Junio"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$581,16","$559,77","$538,38","$0,00","$0,00","2018","Junio"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$584,05","$562,66","$541,27","$0,00","$0,00","2018","Junio"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$510,62","$492,11","$473,59","$0,00","$0,00","2019","Mayo"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$504,81","$486,30","$467,79","$0,00","$0,00","2019","Mayo"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$531,03","$511,99","$492,95","$0,00","$0,00","2019","Octubre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$527,88","$508,84","$489,80","$0,00","$0,00","2019","Octubre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$543,30","$524,21","$505,12","$0,00","$0,00","2019","Noviembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$538,39","$519,30","$500,21","$0,00","$0,00","2019","Noviembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$623,12","$600,26","$577,40","$0,00","$0,00","2019","Diciembre"
"Monomia","No Residencial","ESPD","N/A","I","$571,19","$550,24","$529,28","$0,00","$0,00","2019","Diciembre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$519,27","$500,22","$481,17","$0,00","$0,00","2019","Diciembre"
"Monomia","No Residencial","ESPD","N/A","I","$545,96","$526,31","$506,66","$0,00","$0,00","2018","Julio"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$496,33","$478,46","$460,60","$0,00","$0,00","2018","Julio"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$493,78","$475,92","$458,06","$0,00","$0,00","2018","Julio"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$603,63","$582,20","$560,76","$0,00","$0,00","2018","Julio"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$503,02","$485,16","$467,30","$0,00","$0,00","2018","Julio"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$592,53","$571,10","$549,67","$0,00","$0,00","2018","Julio"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$595,59","$574,16","$552,72","$0,00","$0,00","2018","Julio"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$607,56","$585,34","$563,13","$0,00","$0,00","2019","Junio"
"Monomia","No Residencial","ESPD","N/A","I","$556,93","$536,56","$516,20","$0,00","$0,00","2019","Junio"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$506,30","$487,78","$469,27","$0,00","$0,00","2019","Junio"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$612,74","$590,53","$568,31","$0,00","$0,00","2019","Junio"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$591,52","$570,11","$548,70","$0,00","$0,00","2018","Agosto"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$601,59","$580,18","$558,77","$0,00","$0,00","2018","Agosto"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$501,33","$483,48","$465,64","$0,00","$0,00","2018","Agosto"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$594,26","$572,85","$551,44","$0,00","$0,00","2018","Agosto"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$495,22","$477,37","$459,53","$0,00","$0,00","2018","Agosto"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$492,93","$475,09","$457,25","$0,00","$0,00","2018","Agosto"
"Monomia","No Residencial","ESPD","N/A","I","$544,74","$525,11","$505,49","$0,00","$0,00","2018","Agosto"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$605,78","$583,56","$561,34","$0,00","$0,00","2019","Junio"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$510,62","$492,11","$473,59","$0,00","$0,00","2019","Junio"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$504,81","$486,30","$467,79","$0,00","$0,00","2019","Junio"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$630,60","$608,04","$585,47","$0,00","$0,00","2019","Agosto"
"Monomia","No Residencial","ESPD","N/A","I","$578,05","$557,37","$536,68","$0,00","$0,00","2019","Agosto"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$525,50","$506,70","$487,89","$0,00","$0,00","2019","Agosto"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$501,84","$483,96","$466,09","$0,00","$0,00","2018","Septiembre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$594,15","$572,70","$551,26","$0,00","$0,00","2018","Septiembre"
"Monomia","No Residencial","ESPD","N/A","I","$546,66","$527,00","$507,34","$0,00","$0,00","2018","Septiembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$596,35","$574,91","$553,46","$0,00","$0,00","2018","Septiembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$495,12","$477,25","$459,38","$0,00","$0,00","2018","Septiembre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$602,20","$580,76","$559,31","$0,00","$0,00","2018","Septiembre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$496,96","$479,09","$461,22","$0,00","$0,00","2018","Septiembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$616,02","$593,63","$571,25","$0,00","$0,00","2019","Julio"
"Monomia","No Residencial","ESPD","N/A","I","$564,68","$544,16","$523,65","$0,00","$0,00","2019","Julio"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$513,35","$494,69","$476,04","$0,00","$0,00","2019","Julio"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$607,63","$585,93","$564,23","$0,00","$0,00","2018","Octubre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$597,70","$576,00","$554,30","$0,00","$0,00","2018","Octubre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$506,36","$488,27","$470,19","$0,00","$0,00","2018","Octubre"
"Monomia","No Residencial","ESPD","N/A","I","$550,35","$530,45","$510,56","$0,00","$0,00","2018","Octubre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$600,38","$578,68","$556,98","$0,00","$0,00","2018","Octubre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$498,09","$480,00","$461,92","$0,00","$0,00","2018","Octubre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$500,31","$482,23","$464,15","$0,00","$0,00","2018","Octubre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$621,17","$598,79","$576,40","$0,00","$0,00","2019","Julio"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$614,24","$591,85","$569,47","$0,00","$0,00","2019","Julio"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$559,55","$538,62","$517,69","$0,00","$0,00","2017","Septiembre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$553,00","$532,07","$511,13","$0,00","$0,00","2017","Septiembre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$466,30","$448,85","$431,41","$0,00","$0,00","2017","Septiembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$460,83","$443,39","$425,94","$0,00","$0,00","2017","Septiembre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$509,80","$491,59","$473,38","$0,00","$0,00","2018","Noviembre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$609,48","$587,62","$565,77","$0,00","$0,00","2018","Noviembre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$618,02","$596,17","$574,31","$0,00","$0,00","2018","Noviembre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$515,02","$496,81","$478,59","$0,00","$0,00","2018","Noviembre"
"Monomia","No Residencial","ESPD","N/A","I","$560,78","$540,75","$520,71","$0,00","$0,00","2018","Noviembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$611,76","$589,91","$568,05","$0,00","$0,00","2018","Noviembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$507,90","$489,69","$471,47","$0,00","$0,00","2018","Noviembre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$517,64","$498,99","$480,34","$0,00","$0,00","2019","Julio"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$511,87","$493,21","$474,56","$0,00","$0,00","2019","Julio"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$647,05","$624,14","$601,24","$0,00","$0,00","2019","Noviembre"
"Monomia","No Residencial","ESPD","N/A","I","$593,13","$572,13","$551,13","$0,00","$0,00","2019","Noviembre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$539,21","$520,12","$501,03","$0,00","$0,00","2019","Noviembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$598,03","$576,15","$554,28","$0,00","$0,00","2018","Diciembre"
"Monomia","No Residencial","ESPD","N/A","I","$548,19","$528,14","$508,09","$0,00","$0,00","2018","Diciembre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$498,36","$480,13","$461,90","$0,00","$0,00","2018","Diciembre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$607,14","$585,27","$563,40","$0,00","$0,00","2018","Diciembre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$594,69","$572,82","$550,95","$0,00","$0,00","2018","Diciembre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$505,95","$487,73","$469,50","$0,00","$0,00","2018","Diciembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$495,58","$477,35","$459,12","$0,00","$0,00","2018","Diciembre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$634,54","$611,97","$589,41","$0,00","$0,00","2019","Agosto"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$629,30","$606,74","$584,17","$0,00","$0,00","2019","Agosto"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$528,78","$509,98","$491,17","$0,00","$0,00","2019","Agosto"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$524,42","$505,62","$486,81","$0,00","$0,00","2019","Agosto"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$602,08","$580,23","$558,38","$0,00","$0,00","2019","Enero"
"Monomia","No Residencial","ESPD","N/A","I","$551,91","$531,88","$511,85","$0,00","$0,00","2019","Enero"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$501,74","$483,53","$465,32","$0,00","$0,00","2019","Enero"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$607,27","$585,41","$563,56","$0,00","$0,00","2019","Enero"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$600,29","$578,44","$556,59","$0,00","$0,00","2019","Enero"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$506,06","$487,85","$469,64","$0,00","$0,00","2019","Enero"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$500,24","$482,03","$463,83","$0,00","$0,00","2019","Enero"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$624,87","$602,14","$579,41","$0,00","$0,00","2019","Septiembre"
"Monomia","No Residencial","ESPD","N/A","I","$572,80","$551,96","$531,13","$0,00","$0,00","2019","Septiembre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$520,72","$501,78","$482,84","$0,00","$0,00","2019","Septiembre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$628,95","$606,22","$583,49","$0,00","$0,00","2019","Septiembre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$623,50","$600,77","$578,04","$0,00","$0,00","2019","Septiembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$614,92","$593,02","$571,11","$0,00","$0,00","2019","Febrero"
"Monomia","No Residencial","ESPD","N/A","I","$563,67","$543,60","$523,52","$0,00","$0,00","2019","Febrero"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$512,43","$494,18","$475,93","$0,00","$0,00","2019","Febrero"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$618,20","$596,30","$574,40","$0,00","$0,00","2019","Febrero"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$613,92","$592,02","$570,12","$0,00","$0,00","2019","Febrero"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$515,17","$496,92","$478,67","$0,00","$0,00","2019","Febrero"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$511,60","$493,35","$475,10","$0,00","$0,00","2019","Febrero"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$524,12","$505,18","$486,24","$0,00","$0,00","2019","Septiembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$519,58","$500,64","$481,70","$0,00","$0,00","2019","Septiembre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$651,96","$629,05","$606,15","$0,00","$0,00","2019","Noviembre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$646,07","$623,16","$600,26","$0,00","$0,00","2019","Noviembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$641,83","$619,89","$597,95","$0,00","$0,00","2019","Marzo"
"Monomia","No Residencial","ESPD","N/A","I","$588,35","$568,23","$548,12","$0,00","$0,00","2019","Marzo"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$534,86","$516,58","$498,29","$0,00","$0,00","2019","Marzo"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$649,02","$627,08","$605,14","$0,00","$0,00","2019","Marzo"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$639,27","$617,33","$595,39","$0,00","$0,00","2019","Marzo"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$540,85","$522,57","$504,28","$0,00","$0,00","2019","Marzo"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$532,73","$514,44","$496,16","$0,00","$0,00","2019","Marzo"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$634,29","$611,44","$588,60","$0,00","$0,00","2019","Octubre"
"Monomia","No Residencial","ESPD","N/A","I","$581,43","$560,49","$539,55","$0,00","$0,00","2019","Octubre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$528,57","$509,53","$490,50","$0,00","$0,00","2019","Octubre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$627,95","$605,92","$583,90","$0,00","$0,00","2019","Abril"
"Monomia","No Residencial","ESPD","N/A","I","$575,62","$555,43","$535,24","$0,00","$0,00","2019","Abril"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$523,29","$504,94","$486,59","$0,00","$0,00","2019","Abril"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$540,90","$520,09","$499,28","$0,00","$0,00","2017","Junio"
"Monomia","No Residencial","ESPD","N/A","I","$499,12","$480,05","$460,99","$0,00","$0,00","2017","Mayo"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$490,48","$472,79","$455,10","$0,00","$0,00","2018","Marzo"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$542,82","$522,02","$501,22","$0,00","$0,00","2017","Mayo"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$472,40","$454,92","$437,45","$0,00","$0,00","2017","Noviembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$566,20","$545,31","$524,41","$0,00","$0,00","2016","Diciembre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$482,86","$465,50","$448,13","$0,00","$0,00","2017","Marzo"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$467,16","$449,83","$432,51","$0,00","$0,00","2017","Julio"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$505,96","$484,34","$476,69","$0,00","$0,00","2016","Diciembre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$447,03","$429,69","$412,35","$0,00","$0,00","2017","Junio"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$463,38","$445,96","$428,55","$0,00","$0,00","2017","Abril"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$455,88","$438,47","$421,07","$0,00","$0,00","2017","Febrero"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$607,15","$581,21","$572,03","$0,00","$0,00","2016","Diciembre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$565,10","$544,13","$523,16","$0,00","$0,00","2017","Noviembre"
"Monomia","No Residencial","ESPD","N/A","I","$501,46","$482,32","$463,18","$0,00","$0,00","2017","Febrero"
"Monomia","No Residencial","ESPD","N/A","I","$491,88","$472,80","$453,72","$0,00","$0,00","2017","Enero"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$553,81","$532,91","$512,01","$0,00","$0,00","2017","Abril"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$451,53","$434,19","$421,95","$0,00","$0,00","2017","Enero"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$473,49","$456,17","$438,84","$0,00","$0,00","2017","Julio"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$466,48","$448,82","$431,16","$0,00","$0,00","2018","Enero"
"Monomia","No Residencial","ESPD","N/A","I","$516,36","$497,19","$478,02","$0,00","$0,00","2017","Octubre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$573,34","$552,44","$531,54","$0,00","$0,00","2017","Agosto"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$560,59","$539,80","$519,01","$0,00","$0,00","2017","Julio"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$590,36","$569,13","$547,90","$0,00","$0,00","2018","Marzo"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$567,70","$546,80","$525,90","$0,00","$0,00","2017","Agosto"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$544,50","$523,70","$502,90","$0,00","$0,00","2017","Mayo"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$562,37","$541,46","$520,56","$0,00","$0,00","2017","Abril"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$467,58","$449,91","$432,25","$0,00","$0,00","2018","Enero"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$565,73","$544,83","$523,94","$0,00","$0,00","2017","Agosto"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$570,73","$549,89","$529,05","$0,00","$0,00","2017","Marzo"
"Monomia","No Residencial","ESPD","N/A","I","$519,64","$500,41","$481,19","$0,00","$0,00","2017","Noviembre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$474,41","$456,98","$439,56","$0,00","$0,00","2017","Octubre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$595,58","$574,35","$553,12","$0,00","$0,00","2018","Marzo"
"Monomia","No Residencial","ESPD","N/A","I","$515,70","$496,64","$477,58","$0,00","$0,00","2017","Julio"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$445,71","$428,37","$411,03","$0,00","$0,00","2017","Junio"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$572,06","$551,09","$530,12","$0,00","$0,00","2017","Noviembre"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$470,60","$452,96","$435,32","$0,00","$0,00","2017","Diciembre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$565,06","$543,86","$522,66","$0,00","$0,00","2018","Enero"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$534,85","$514,04","$493,24","$0,00","$0,00","2017","Junio"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$471,84","$454,42","$437,01","$0,00","$0,00","2016","Diciembre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$470,88","$453,22","$435,55","$0,00","$0,00","2018","Enero"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$476,71","$459,24","$441,77","$0,00","$0,00","2017","Noviembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$475,61","$458,25","$440,88","$0,00","$0,00","2017","Marzo"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$561,09","$539,90","$518,70","$0,00","$0,00","2018","Enero"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$450,75","$433,41","$416,07","$0,00","$0,00","2017","Junio"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$541,84","$521,03","$506,34","$0,00","$0,00","2017","Enero"
"Monomia","No Residencial","ESPD","N/A","I","$509,72","$490,56","$471,40","$0,00","$0,00","2017","Abril"
"Monomia","No Residencial","ESPD","N/A","I","$508,48","$489,29","$470,10","$0,00","$0,00","2017","Septiembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$445,58","$428,24","$410,90","$0,00","$0,00","2017","Enero"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$485,73","$468,02","$450,32","$0,00","$0,00","2018","Abril"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$453,75","$436,41","$419,08","$0,00","$0,00","2017","Mayo"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$588,58","$567,35","$546,12","$0,00","$0,00","2018","Marzo"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$563,36","$542,46","$521,57","$0,00","$0,00","2016","Diciembre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$580,87","$559,63","$538,38","$0,00","$0,00","2018","Abril"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$556,06","$535,16","$514,25","$0,00","$0,00","2017","Abril"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$484,06","$466,36","$448,65","$0,00","$0,00","2018","Abril"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$496,31","$478,62","$460,93","$0,00","$0,00","2018","Marzo"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$573,02","$552,18","$531,34","$0,00","$0,00","2017","Marzo"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$569,32","$548,16","$526,99","$0,00","$0,00","2017","Diciembre"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$544,82","$523,93","$503,05","$0,00","$0,00","2017","Febrero"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$469,30","$451,66","$434,02","$0,00","$0,00","2017","Diciembre"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$474,44","$456,80","$439,16","$0,00","$0,00","2017","Diciembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$471,44","$454,03","$436,61","$0,00","$0,00","2017","Agosto"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$534,70","$513,89","$493,08","$0,00","$0,00","2017","Enero"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$562,58","$541,79","$520,99","$0,00","$0,00","2017","Julio"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$477,51","$460,15","$442,78","$0,00","$0,00","2017","Marzo"
"Monomia","No Residencial","ESPD","N/A","I","$534,30","$514,83","$495,35","$0,00","$0,00","2018","Abril"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$569,29","$548,38","$527,47","$0,00","$0,00","2017","Octubre"
"Monomia","No Residencial","ESPD","N/A","I","$514,34","$494,90","$475,47","$0,00","$0,00","2018","Enero"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$563,30","$542,39","$521,48","$0,00","$0,00","2017","Octubre"
"Monomia","No Residencial","ESPD","N/A","I","$517,66","$498,25","$478,85","$0,00","$0,00","2017","Diciembre"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$568,19","$547,40","$526,61","$0,00","$0,00","2017","Julio"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$457,65","$440,32","$422,98","$0,00","$0,00","2017","Mayo"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$588,65","$567,40","$546,16","$0,00","$0,00","2018","Abril"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$470,91","$453,44","$435,97","$0,00","$0,00","2017","Noviembre"
"Monomia","No Residencial","ESPD","N/A","I","$491,73","$472,66","$453,58","$0,00","$0,00","2017","Junio"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$447,16","$429,82","$412,48","$0,00","$0,00","2017","Enero"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$559,87","$538,58","$517,39","$0,00","$0,00","2018","Enero"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$468,64","$451,22","$433,80","$0,00","$0,00","2017","Abril"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$452,35","$435,02","$417,69","$0,00","$0,00","2017","Mayo"
"Monomia","No Residencial","ESPD","N/A","I","$541,16","$521,70","$502,24","$0,00","$0,00","2018","Marzo"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$491,96","$474,27","$456,58","$0,00","$0,00","2018","Marzo"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$553,17","$532,28","$511,40","$0,00","$0,00","2017","Febrero"
"Horaria","No Residencial","Oficial y Exentos","Punta","I","$460,97","$443,57","$426,16","$0,00","$0,00","2017","Febrero"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$468,82","$451,49","$434,16","$0,00","$0,00","2017","Julio"
"Horaria","No Residencial","Industrial y Comercial","Punta","I","$549,18","$528,38","$507,58","$0,00","$0,00","2017","Mayo"
"Monomia","No Residencial","ESPD","N/A","I","$519,02","$499,87","$480,71","$0,00","$0,00","2016","Diciembre"
"Horaria","No Residencial","Oficial y Exentos","Fuera de Punta","I","$461,51","$444,09","$426,67","$0,00","$0,00","2017","Abril"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$566,87","$545,91","$524,94","$0,00","$0,00","2017","Noviembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$536,59","$515,78","$494,97","$0,00","$0,00","2017","Enero"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$473,08","$455,67","$438,25","$0,00","$0,00","2017","Agosto"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$536,44","$515,63","$494,82","$0,00","$0,00","2017","Junio"
"Horaria","No Residencial","Industrial y Comercial","Fuera de Punta","I","$563,16","$541,99","$520,82","$0,00","$0,00","2017","Diciembre"
"Monomia","No Residencial","Industrial y Comercial","N/A","I","$547,05","$526,17","$505,28","$0,00","$0,00","2017","Febrero"
"Monomia","No Residencial","Oficial y Exentos de Contribución","N/A","I","$474,47","$456,82","$439,17","$0,00","$0,00","2018","Febrero"
