"Municipio","Sector","Estrato","Servicio","Cargo Fijo","Cargo por Consumo Menor","Cargo por Consumo Mayor","Cargo por Consumo","Suspensión","Reinstalación","Reconexión","Corte","Año","Mes"
"Barbosa","Residencial","2","Acueducto","$5.240,55","$2.066,05","$2.582,56","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Barbosa","Residencial","2","Alcantarillado","$3.007,81","$1.228,37","$1.535,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Barbosa","Residencial","3","Acueducto","$6.550,69","$2.582,56","$2.582,56","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Barbosa","Residencial","3","Alcantarillado","$3.759,76","$1.535,46","$1.535,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Barbosa","Residencial","4","Acueducto","$6.550,69","$2.582,56","$2.582,56","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Barbosa","Residencial","4","Alcantarillado","$3.759,76","$1.535,46","$1.535,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Barbosa","Residencial","5","Acueducto","$9.826,04","$3.873,84","$3.873,84","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Barbosa","Residencial","5","Alcantarillado","$5.639,64","$2.303,19","$2.303,19","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Barbosa","Residencial","6","Acueducto","$10.481,10","$4.132,10","$4.132,10","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Barbosa","Residencial","6","Alcantarillado","$6.015,62","$2.456,74","$2.456,74","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Comercial","Comercial","Acueducto","$10.153,57","$0,00","$0,00","$4.598,01","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Comercial","Comercial","Alcantarillado","$5.827,63","$0,00","$0,00","$3.808,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Industrial","Industrial","Acueducto","$9.826,04","$0,00","$0,00","$4.449,69","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Industrial","Industrial","Alcantarillado","$5.639,64","$0,00","$0,00","$3.685,61","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Oficial y Exenta","Oficial y Exenta","Acueducto","$6.550,69","$0,00","$0,00","$2.966,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$3.759,76","$0,00","$0,00","$2.457,07","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","1","Acueducto","$2.620,28","$1.186,58","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","1","Alcantarillado","$1.503,90","$982,83","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","2","Acueducto","$3.930,41","$1.779,88","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","2","Alcantarillado","$2.255,86","$1.474,24","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","3","Acueducto","$6.550,69","$2.966,46","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","3","Alcantarillado","$3.383,78","$2.211,36","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","4","Acueducto","$6.550,69","$2.966,46","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","4","Alcantarillado","$3.759,76","$2.457,07","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","5","Acueducto","$11.791,24","$5.339,63","$5.339,63","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","5","Alcantarillado","$6.767,57","$4.422,73","$4.422,73","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","6","Acueducto","$11.791,24","$5.339,63","$5.339,63","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Bello","Residencial","6","Alcantarillado","$6.767,57","$4.422,73","$4.422,73","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Comercial","Comercial","Acueducto","$9.826,04","$0,00","$0,00","$3.307,43","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Comercial","Comercial","Alcantarillado","$5.639,64","$0,00","$0,00","$2.057,93","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Industrial","Industrial","Acueducto","$8.515,90","$0,00","$0,00","$2.866,44","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Industrial","Industrial","Alcantarillado","$4.887,69","$0,00","$0,00","$1.783,54","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Oficial y Exenta","Oficial y Exenta","Acueducto","$6.550,69","$0,00","$0,00","$2.204,95","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$3.759,76","$0,00","$0,00","$1.371,95","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","1","Acueducto","$3.537,37","$1.190,67","$2.204,95","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","1","Alcantarillado","$3.083,00","$1.125,00","$1.371,95","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","2","Acueducto","$5.568,09","$1.874,21","$2.204,95","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","2","Alcantarillado","$3.233,39","$1.179,88","$1.371,95","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","3","Acueducto","$6.550,69","$2.204,95","$2.204,95","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","3","Alcantarillado","$3.609,37","$1.303,35","$1.371,95","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","4","Acueducto","$6.550,69","$2.204,95","$2.204,95","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","4","Alcantarillado","$3.609,37","$1.303,35","$1.371,95","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","5","Acueducto","$9.826,04","$3.307,43","$3.307,43","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","5","Alcantarillado","$5.639,64","$2.057,93","$2.057,93","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","6","Acueducto","$10.481,10","$3.527,92","$3.527,92","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Caldas","Residencial","6","Alcantarillado","$6.015,62","$2.195,12","$2.195,12","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Comercial","Comercial","Acueducto","$9.826,04","$0,00","$0,00","$4.933,22","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Comercial","Comercial","Alcantarillado","$5.639,64","$0,00","$0,00","$3.685,61","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Industrial","Industrial","Acueducto","$8.515,90","$0,00","$0,00","$4.933,22","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Industrial","Industrial","Alcantarillado","$4.887,69","$0,00","$0,00","$3.194,19","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Oficial y Exenta","Oficial y Exenta","Acueducto","$6.550,69","$0,00","$0,00","$2.966,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$3.759,76","$0,00","$0,00","$2.457,07","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","1","Acueducto","$3.275,35","$1.483,23","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","1","Alcantarillado","$1.879,88","$1.228,54","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","2","Acueducto","$4.061,43","$1.839,21","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","2","Alcantarillado","$2.255,86","$1.474,24","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","3","Acueducto","$6.550,69","$2.966,46","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","3","Alcantarillado","$3.759,76","$2.457,07","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","4","Acueducto","$6.550,69","$2.966,46","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","4","Alcantarillado","$3.759,76","$2.457,07","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","5","Acueducto","$10.677,62","$4.835,33","$4.835,33","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","5","Alcantarillado","$5.639,64","$3.685,61","$3.685,61","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","6","Acueducto","$12.642,83","$5.725,27","$5.725,27","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Copacabana","Residencial","6","Alcantarillado","$6.654,78","$4.349,01","$4.349,01","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Comercial","Comercial","Acueducto","$9.826,04","$0,00","$0,00","$4.449,69","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Comercial","Comercial","Alcantarillado","$5.639,64","$0,00","$0,00","$3.685,61","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Industrial","Industrial","Acueducto","$8.515,90","$0,00","$0,00","$3.856,40","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Industrial","Industrial","Alcantarillado","$4.887,69","$0,00","$0,00","$3.194,19","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Oficial y Exenta","Oficial y Exenta","Acueducto","$6.550,69","$0,00","$0,00","$2.966,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$3.759,76","$0,00","$0,00","$2.457,07","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","1","Acueducto","$1.965,21","$889,94","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","1","Alcantarillado","$1.127,93","$737,12","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","2","Acueducto","$3.930,41","$1.779,88","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","2","Alcantarillado","$2.255,86","$1.474,24","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","3","Acueducto","$5.568,09","$2.521,49","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","3","Alcantarillado","$3.195,80","$2.088,51","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","4","Acueducto","$6.550,69","$2.966,46","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","4","Alcantarillado","$3.759,76","$2.457,07","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","5","Acueducto","$9.826,04","$4.449,69","$4.449,69","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","5","Alcantarillado","$5.639,64","$3.685,61","$3.685,61","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","6","Acueducto","$10.481,10","$4.746,34","$4.746,34","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Envigado","Residencial","6","Alcantarillado","$6.015,62","$3.931,31","$3.931,31","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Comercial","Comercial","Acueducto","$9.826,04","$0,00","$0,00","$4.449,69","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Comercial","Comercial","Alcantarillado","$5.639,64","$0,00","$0,00","$3.685,61","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Industrial","Industrial","Acueducto","$8.515,90","$0,00","$0,00","$3.856,40","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Industrial","Industrial","Alcantarillado","$4.887,69","$0,00","$0,00","$3.194,19","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Oficial y Exenta","Oficial y Exenta","Acueducto","$6.550,69","$0,00","$0,00","$2.966,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$3.759,76","$0,00","$0,00","$2.457,07","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","1","Acueducto","$1.965,21","$889,94","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","1","Alcantarillado","$1.127,93","$737,12","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","2","Acueducto","$3.930,41","$1.779,88","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","2","Alcantarillado","$2.255,86","$1.474,24","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","3","Acueducto","$5.568,09","$2.521,49","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","3","Alcantarillado","$3.195,80","$2.088,51","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","4","Acueducto","$6.550,69","$2.966,46","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","4","Alcantarillado","$3.759,76","$2.457,07","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","5","Acueducto","$9.826,04","$4.449,69","$4.449,69","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","5","Alcantarillado","$5.639,64","$3.685,61","$3.685,61","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","6","Acueducto","$10.481,10","$4.746,34","$4.746,34","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Girardota","Residencial","6","Alcantarillado","$6.015,62","$3.931,31","$3.931,31","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Comercial","Comercial","Acueducto","$10.481,10","$0,00","$0,00","$4.746,34","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Comercial","Comercial","Alcantarillado","$5.639,64","$0,00","$0,00","$3.931,31","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Industrial","Industrial","Acueducto","$9.170,97","$0,00","$0,00","$4.153,04","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Industrial","Industrial","Alcantarillado","$4.887,69","$0,00","$0,00","$3.439,90","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Oficial y Exenta","Oficial y Exenta","Acueducto","$6.550,69","$0,00","$0,00","$2.966,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$3.759,76","$0,00","$0,00","$2.457,07","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","1","Acueducto","$3.602,88","$1.631,55","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","1","Alcantarillado","$2.067,87","$1.351,39","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","2","Acueducto","$4.257,95","$1.928,20","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","2","Alcantarillado","$2.443,84","$1.597,10","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","3","Acueducto","$6.223,16","$2.818,14","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","3","Alcantarillado","$3.571,77","$2.334,22","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","4","Acueducto","$6.550,69","$2.966,46","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","4","Alcantarillado","$3.759,76","$2.457,07","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","5","Acueducto","$9.826,04","$4.449,69","$4.449,69","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","5","Alcantarillado","$5.639,64","$3.685,61","$3.685,61","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","6","Acueducto","$10.481,10","$4.746,34","$4.746,34","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Itaguí","Residencial","6","Alcantarillado","$6.015,62","$3.931,31","$3.931,31","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Comercial","Comercial","Acueducto","$10.153,57","$0,00","$0,00","$4.598,01","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Comercial","Comercial","Alcantarillado","$5.827,63","$0,00","$0,00","$3.808,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Industrial","Industrial","Acueducto","$9.170,97","$0,00","$0,00","$4.153,04","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Industrial","Industrial","Alcantarillado","$5.263,66","$0,00","$0,00","$3.439,90","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Oficial y Exenta","Oficial y Exenta","Acueducto","$6.550,69","$0,00","$0,00","$2.966,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$3.759,76","$0,00","$0,00","$2.457,07","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","1","Acueducto","$3.275,35","$1.483,23","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","1","Alcantarillado","$1.879,88","$1.228,54","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","2","Acueducto","$3.930,41","$1.779,88","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","2","Alcantarillado","$2.255,86","$1.474,24","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","3","Acueducto","$6.550,69","$2.966,36","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","3","Alcantarillado","$3.759,76","$2.457,07","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","4","Acueducto","$6.550,69","$2.966,46","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","4","Alcantarillado","$3.759,76","$2.457,07","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","5","Acueducto","$9.826,04","$4.449,69","$4.449,69","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","5","Alcantarillado","$5.639,64","$3.685,61","$3.685,61","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","6","Acueducto","$3.275,35","$4.746,34","$4.746,34","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"La Estrella","Residencial","6","Alcantarillado","$6.015,62","$3.931,31","$3.931,31","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Comercial","Comercial","Acueducto","$9.826,04","$0,00","$0,00","$4.449,69","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Comercial","Comercial","Alcantarillado","$5.639,64","$0,00","$0,00","$3.685,61","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Industrial","Industrial","Acueducto","$8.515,90","$0,00","$0,00","$3.856,40","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Industrial","Industrial","Alcantarillado","$4.887,69","$0,00","$0,00","$3.194,19","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Oficial y Exenta","Oficial y Exenta","Acueducto","$6.550,69","$0,00","$0,00","$2.966,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$3.759,76","$0,00","$0,00","$2.457,07","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","1","Acueducto","$2.620,28","$1.186,58","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","1","Alcantarillado","$1.503,90","$982,83","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","2","Acueducto","$3.930,41","$1.779,88","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","2","Alcantarillado","$2.255,86","$1.474,24","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","3","Acueducto","$5.731,85","$2.595,65","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","3","Alcantarillado","$3.289,79","$2.149,94","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","4","Acueducto","$6.550,69","$2.966,46","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","4","Alcantarillado","$3.759,76","$2.457,07","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","5","Acueducto","$9.826,04","$4.449,69","$4.449,69","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","5","Alcantarillado","$5.639,64","$3.685,61","$3.685,61","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","6","Acueducto","$10.481,10","$4.746,34","$4.746,34","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Medellín","Residencial","6","Alcantarillado","$6.015,62","$3.931,31","$3.931,31","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Comercial","Comercial","Acueducto","$10.153,57","$0,00","$0,00","$4.598,01","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Comercial","Comercial","Alcantarillado","$5.827,63","$0,00","$0,00","$3.808,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Industrial","Industrial","Acueducto","$9.413,34","$0,00","$0,00","$4.262,80","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Industrial","Industrial","Alcantarillado","$5.466,69","$0,00","$0,00","$3.572,58","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Oficial y Exenta","Oficial y Exenta","Acueducto","$6.550,69","$0,00","$0,00","$2.966,46","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$3.759,76","$0,00","$0,00","$2.457,07","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Residencial","1","Acueducto","$1.965,21","$889,94","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Residencial","1","Alcantarillado","$1.127,93","$737,12","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Residencial","2","Acueducto","$3.930,41","$1.779,88","$2.966,46","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
"Sabaneta","Residencial","2","Alcantarillado","$2.255,86","$1.474,24","$2.457,07","$0,00","$12.719,36","$10.902,31","$19.987,57","$21.804,62","2021","Marzo"
