"Municipio","Sector","Estrato","Servicio","Cargo Fijo","Cargo por Consumo Menor","Cargo por Consumo Mayor","Cargo por Consumo","Suspensión","Reinstalación","Reconexión","Corte","Año","Mes"
"Medellín","Residencial","4","Alcantarillado","$4.590,96","$1.760,66","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"La Estrella","Comercial","No aplica","Acueducto","$13.262,37","$0,00","$0,00","$3.172,73","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Caldas","Residencial","1","Acueducto","$4.625,59","$813,59","$1.506,65","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Itaguí","Comercial","Comercial","Alcantarillado","$6.886,44","$0,00","$0,00","$2.632,84","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Sabaneta","Comercial","No aplica","Acueducto","$7.115,99","$0,00","$0,00","$2.729,02","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Medellín","Residencial","1","Alcantarillado","$1.836,38","$704,26","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Girardota","Comercial","No aplica","Acueducto","$6.897,70","$0,00","$0,00","$2.640,98","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Medellín","Residencial","5","Acueducto","$12.834,56","$3.070,39","$3.070,39","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Girardota","Comercial","No aplica","Alcantarillado","$12.834,56","$0,00","$0,00","$3.070,39","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Caldas","Residencial","5","Alcantarillado","$6.897,70","$971,39","$971,39","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Envigado","Comercial","No aplica","Acueducto","$7.115,99","$0,00","$0,00","$2.729,02","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"La Estrella","Residencial","3","Acueducto","$8.556,37","$2.046,93","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Girardota","Residencial","3","Alcantarillado","$3.902,32","$1.496,56","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Barbosa","Residencial","1","Acueducto","$5.989,46","$982,99","$1.404,27","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Caldas","Residencial","3","Acueducto","$8.565,91","$1.506,65","$1.506,65","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Barbosa","Residencial","2","Acueducto","$6.845,10","$1.123,41","$1.404,27","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Girardota","Industrial","No aplica","Alcantarillado","$12.834,56","$0,00","$0,00","$3.070,39","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Sabaneta","Industrial","No aplica","Acueducto","$12.309,22","$0,00","$0,00","$2.551,56","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Envigado","Residencial","1","Acueducto","$2.566,91","$614,08","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Medellín","Comercial","Comercial","Acueducto","$12.834,56","$0,00","$0,00","$2.579,66","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Itaguí","Residencial","2","Alcantarillado","$2.984,12","$1.144,43","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Copacabana","Residencial","3","Alcantarillado","$4.590,96","$1.760,66","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Copacabana","Residencial","3","Acueducto","$8.556,37","$2.046,93","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Itaguí","Residencial","1","Alcantarillado","$2.525,03","$968,36","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Bello","Residencial","4","Acueducto","$8.556,37","$2.046,93","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Estrella","Residencial","5","Alcantarillado","$6.886,44","$2.640,98","$2.640,98","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Bello","Oficial y Exenta","No aplica","Acueducto","$8.556,37","$0,00","$0,00","$2.046,93","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Caldas","Residencial","6","Alcantarillado","$7.345,54","$1.133,53","$1.133,53","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Medellín","Residencial","2","Acueducto","$5.133,82","$1.228,16","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Medellín","Residencial","5","Acueducto","$12.834,56","$3.070,39","$3.070,39","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Girardota","Residencial","1","Acueducto","$2.566,91","$614,08","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Envigado","Oficial y Exenta","No aplica","Alcantarillado","$8.556,37","$0,00","$0,00","$2.046,93","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Estrella","Industrial","No aplica","Alcantarillado","$11.978,92","$0,00","$0,00","$2.865,70","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Envigado","Residencial","2","Alcantarillado","$2.754,58","$1.056,39","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Itaguí","Residencial","4","Acueducto","$8.556,37","$2.046,93","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Copacabana","Residencial","1","Alcantarillado","$2.295,48","$880,33","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Itaguí","Comercial","No aplica","Acueducto","$13.690,19","$0,00","$0,00","$3.275,08","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Girardota","Industrial","Industrial","Alcantarillado","$6.886,44","$0,00","$0,00","$2.632,84","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Estrella","Residencial","1","Acueducto","$4.282,96","$887,81","$1.775,61","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Itaguí","Residencial","3","Alcantarillado","$4.361,41","$1.672,62","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Estrella","Residencial","5","Acueducto","$12.848,87","$2.663,42","$2.663,42","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Sabaneta","Residencial","2","Acueducto","$5.304,95","$1.269,09","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Sabaneta","Residencial","3","Acueducto","$8.308,94","$1.722,35","$1.775,61","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Medellín","Residencial","5","Alcantarillado","$6.886,44","$2.640,98","$2.640,98","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Copacabana","Industrial","No aplica","Acueducto","$5.968,25","$0,00","$0,00","$2.288,85","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Copacabana","Residencial","5","Acueducto","$13.962,44","$2.894,25","$2.894,25","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Estrella","Oficial y Exenta","No aplica","Alcantarillado","$4.598,47","$0,00","$0,00","$1.760,66","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Medellín","Residencial","2","Alcantarillado","$2.754,58","$1.056,39","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Sabaneta","Residencial","2","Acueducto","$5.133,82","$1.228,16","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"La Estrella","Oficial y Exenta","Oficial y Exenta","Acueducto","$8.565,91","$0,00","$0,00","$1.775,61","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Caldas","Residencial","3","Alcantarillado","$4.407,32","$673,03","$708,46","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Itaguí","Residencial","5","Alcantarillado","$6.886,44","$2.640,98","$2.640,98","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Barbosa","Industrial","No aplica","Alcantarillado","$12.834,56","$0,00","$0,00","$2.106,40","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Barbosa","Industrial","Industrial","Acueducto","$10.531,25","$0,00","$0,00","$4.007,15","$14.000,00","$12.000,00","$22.000,00","$24.000,00","2022","Enero"
"Envigado","Comercial","Comercial","Alcantarillado","$7.127,62","$0,00","$0,00","$2.553,54","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Medellín","Residencial","3","Alcantarillado","$4.017,09","$1.540,57","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Copacabana","Residencial","2","Acueducto","$5.304,95","$1.269,09","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Barbosa","Residencial","5","Acueducto","$12.834,56","$2.106,40","$2.106,40","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Caldas","Residencial","5","Acueducto","$12.834,56","$2.309,03","$2.309,03","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Girardota","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$4.590,96","$0,00","$0,00","$1.755,23","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Caldas","Residencial","4","Alcantarillado","$4.590,96","$708,46","$708,46","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Envigado","Residencial","1","Alcantarillado","$1.379,54","$528,20","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Caldas","Residencial","1","Acueducto","$4.620,44","$831,25","$1.539,36","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Caldas","Residencial","2","Acueducto","$7.272,91","$1.308,45","$1.539,36","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Caldas","Oficial y Exenta","No aplica","Alcantarillado","$8.556,37","$0,00","$0,00","$1.539,36","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Caldas","Residencial","2","Alcantarillado","$3.948,23","$609,27","$708,46","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Caldas","Residencial","4","Acueducto","$8.565,91","$1.506,65","$1.506,65","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Copacabana","Comercial","No aplica","Alcantarillado","$6.886,44","$0,00","$0,00","$2.640,98","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Sabaneta","Comercial","No aplica","Acueducto","$13.262,37","$0,00","$0,00","$3.172,73","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Bello","Residencial","2","Acueducto","$5.133,82","$1.228,16","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Medellín","Residencial","3","Alcantarillado","$4.017,09","$1.540,57","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Girardota","Residencial","5","Acueducto","$12.848,87","$2.663,42","$2.663,42","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Medellín","Residencial","5","Acueducto","$12.834,56","$3.070,39","$3.070,39","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Girardota","Comercial","No aplica","Acueducto","$6.886,44","$0,00","$0,00","$2.640,98","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Sabaneta","Residencial","5","Acueducto","$12.834,56","$3.070,39","$3.070,39","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"La Estrella","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$4.590,96","$0,00","$0,00","$1.755,23","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Caldas","Industrial","No aplica","Acueducto","$11.123,28","$0,00","$0,00","$2.001,16","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Caldas","Residencial","2","Acueducto","$7.272,91","$1.308,45","$1.539,36","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Envigado","Residencial","5","Acueducto","$14.118,01","$3.377,43","$3.377,43","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Bello","Residencial","3","Acueducto","$8.556,37","$2.046,93","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Copacabana","Oficial y Exenta","No aplica","Alcantarillado","$4.590,96","$0,00","$0,00","$1.760,66","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Sabaneta","Residencial","1","Acueducto","$2.569,77","$532,68","$1.775,61","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Copacabana","Residencial","6","Alcantarillado","$8.139,29","$3.116,36","$3.116,36","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Sabaneta","Residencial","5","Alcantarillado","$6.886,44","$2.640,98","$2.640,98","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Copacabana","Residencial","6","Alcantarillado","$8.126,00","$3.116,36","$3.116,36","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Girardota","Residencial","1","Alcantarillado","$1.379,54","$528,20","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Envigado","Residencial","4","Alcantarillado","$4.590,96","$1.760,66","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Barbosa","Residencial","6","Alcantarillado","$7.357,55","$1.518,71","$1.518,71","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Girardota","Industrial","No aplica","Alcantarillado","$6.886,44","$0,00","$0,00","$2.640,98","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"La Estrella","Industrial","No aplica","Acueducto","$11.978,92","$0,00","$0,00","$2.865,70","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"La Estrella","Industrial","No aplica","Alcantarillado","$6.427,34","$0,00","$0,00","$2.464,92","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"La Estrella","Residencial","5","Acueducto","$12.834,56","$3.070,39","$3.070,39","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Barbosa","Residencial","1","Alcantarillado","$3.443,22","$764,51","$1.019,34","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Girardota","Residencial","1","Alcantarillado","$1.377,29","$528,20","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Itaguí","Residencial","1","Alcantarillado","$2.529,16","$968,36","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Bello","Residencial","4","Alcantarillado","$4.590,96","$1.760,66","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Bello","Residencial","1","Acueducto","$3.422,55","$818,77","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Medellín","Residencial","1","Acueducto","$3.422,55","$818,77","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Medellín","Industrial","No aplica","Acueducto","$11.123,28","$0,00","$0,00","$2.661,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Medellín","Oficial y Exenta","No aplica","Alcantarillado","$4.590,96","$0,00","$0,00","$1.760,66","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Envigado","Residencial","6","Alcantarillado","$7.620,99","$2.922,69","$2.922,69","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Medellín","Residencial","3","Alcantarillado","$4.023,66","$1.540,57","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Girardota","Residencial","1","Acueducto","$2.566,91","$614,08","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Caldas","Residencial","6","Alcantarillado","$7.345,54","$1.133,53","$1.133,53","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Estrella","Residencial","2","Acueducto","$5.139,55","$1.065,37","$1.775,61","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Barbosa","Residencial","1","Alcantarillado","$3.443,22","$764,51","$1.019,34","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Girardota","Residencial","6","Alcantarillado","$7.357,55","$2.817,05","$2.817,05","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Barbosa","Comercial","No aplica","Acueducto","$12.834,56","$0,00","$0,00","$2.106,40","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Barbosa","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$4.598,47","$0,00","$0,00","$949,19","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Envigado","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$4.598,47","$0,00","$0,00","$1.760,66","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Copacabana","Residencial","1","Alcantarillado","$1.377,29","$528,20","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"La Estrella","Residencial","6","Acueducto","$13.690,19","$3.275,08","$3.275,08","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Sabaneta","Residencial","4","Acueducto","$8.556,37","$2.046,93","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Barbosa","Residencial","5","Alcantarillado","$6.886,44","$1.529,01","$1.529,01","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Sabaneta","Residencial","5","Alcantarillado","$6.886,44","$2.640,98","$2.640,98","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Itaguí","Residencial","4","Alcantarillado","$4.590,96","$1.760,66","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Barbosa","Residencial","2","Acueducto","$6.852,73","$1.047,16","$1.308,95","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Itaguí","Residencial","5","Acueducto","$12.834,56","$3.070,39","$3.070,39","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Sabaneta","Oficial y Exenta","No aplica","Acueducto","$4.590,96","$0,00","$0,00","$1.760,66","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Girardota","Oficial y Exenta","No aplica","Acueducto","$4.598,47","$0,00","$0,00","$1.760,66","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Barbosa","Residencial","5","Acueducto","$12.834,56","$2.106,40","$2.106,40","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Itaguí","Residencial","3","Acueducto","$8.128,55","$1.944,58","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Barbosa","Residencial","2","Alcantarillado","$3.672,77","$815,47","$1.019,34","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Caldas","Residencial","1","Alcantarillado","$3.764,59","$580,93","$708,46","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"La Estrella","Oficial y Exenta","Oficial y Exenta","Alcantarillado","$4.598,47","$0,00","$0,00","$1.760,66","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Medellín","Residencial","3","Acueducto","$7.486,82","$1.791,06","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Girardota","Residencial","6","Acueducto","$13.690,19","$3.275,08","$3.275,08","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Bello","Residencial","3","Alcantarillado","$4.131,86","$1.584,59","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Barbosa","Oficial y Exenta","No aplica","Acueducto","$8.556,37","$0,00","$0,00","$1.404,27","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Caldas","Residencial","3","Alcantarillado","$4.414,53","$615,21","$647,59","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Envigado","Residencial","2","Acueducto","$5.133,82","$1.228,16","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Medellín","Residencial","1","Acueducto","$3.422,55","$818,77","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Girardota","Residencial","2","Alcantarillado","$2.754,58","$1.056,39","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Envigado","Residencial","2","Acueducto","$5.139,55","$1.065,37","$1.775,61","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Barbosa","Residencial","2","Alcantarillado","$3.678,77","$759,35","$949,19","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Itaguí","Residencial","3","Alcantarillado","$4.361,41","$1.672,62","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Girardota","Residencial","2","Acueducto","$5.133,82","$1.228,16","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Itaguí","Residencial","2","Alcantarillado","$2.989,00","$1.144,43","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Sabaneta","Residencial","5","Acueducto","$12.834,56","$3.070,39","$3.070,39","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Medellín","Residencial","1","Alcantarillado","$1.836,38","$704,26","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Envigado","Residencial","4","Alcantarillado","$4.590,96","$1.760,66","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Envigado","Residencial","3","Alcantarillado","$4.276,57","$1.637,41","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Bello","Residencial","4","Acueducto","$8.556,37","$2.046,93","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Barbosa","Residencial","6","Acueducto","$13.690,19","$2.246,83","$2.246,83","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Envigado","Industrial","Industrial","Acueducto","$13.262,37","$0,00","$0,00","$2.483,18","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Copacabana","Residencial","4","Acueducto","$8.556,37","$2.046,93","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Itaguí","Industrial","Industrial","Acueducto","$11.978,92","$0,00","$0,00","$2.483,18","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Medellín","Residencial","6","Alcantarillado","$7.345,54","$2.817,05","$2.817,05","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Barbosa","Industrial","Industrial","Alcantarillado","$6.039,39","$0,00","$0,00","$2.336,07","$14.000,00","$12.000,00","$22.000,00","$24.000,00","2022","Enero"
"Caldas","Oficial y Exenta","No aplica","Acueducto","$8.556,37","$0,00","$0,00","$1.539,36","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Envigado","Comercial","No aplica","Alcantarillado","$13.262,37","$0,00","$0,00","$3.172,73","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Sabaneta","Residencial","2","Alcantarillado","$2.759,08","$1.056,39","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Caldas","Residencial","5","Acueducto","$12.834,56","$2.309,03","$2.309,03","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Medellín","Residencial","3","Acueducto","$7.486,82","$1.791,06","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Barbosa","Industrial","Industrial","Acueducto","$12.848,87","$0,00","$0,00","$1.963,42","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"La Estrella","Residencial","1","Acueducto","$4.278,19","$1.023,46","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Medellín","Oficial y Exenta","Oficial y Exenta","Acueducto","$8.556,37","$0,00","$0,00","$1.719,77","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
"Medellín","Residencial","6","Acueducto","$13.690,19","$3.275,08","$3.275,08","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Medellín","Residencial","5","Alcantarillado","$6.886,44","$2.640,98","$2.640,98","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Itaguí","Industrial","Industrial","Acueducto","$11.992,28","$0,00","$0,00","$2.485,86","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Medellín","Residencial","2","Acueducto","$5.133,82","$1.228,16","$2.046,93","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"La Estrella","Industrial","No aplica","Acueducto","$11.978,92","$0,00","$0,00","$2.865,70","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Itaguí","Residencial","1","Alcantarillado","$2.525,03","$968,36","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Abril"
"Sabaneta","Comercial","No aplica","Acueducto","$13.277,17","$0,00","$0,00","$2.752,20","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Enero"
"Barbosa","Residencial","2","Acueducto","$6.845,10","$1.123,41","$1.404,27","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Marzo"
"Sabaneta","Residencial","2","Alcantarillado","$2.754,58","$1.056,39","$1.760,66","$0,00","$10.935,89","$9.374,13","$17.186,50","$18.748,25","2018","Febrero"
